carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,2277
1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,8015
0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,2032
0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,2415
0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,412
0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,1035
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,264
0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3388
1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,5339
0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,108
0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2835
0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,2313
0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1044
0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,1177
1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,9159
0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,632
1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,4465
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7521
0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,3839
0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,639
0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,1769
0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,1799
0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2599
1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,6604
0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,2425
0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,3801
1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,5931
0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1793
1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5844
0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,2408
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,211
0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,2864
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2584
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,4315
0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2736
0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,-191
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1779
0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,638
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,801
1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,9570
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,1452
0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,3334
0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,5192
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5759
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,10677
0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,-284
0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,-79
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,5595
0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3391
1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,3753
0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1745
1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,5839
0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,710
1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,3670
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,14116
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,4943
0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3235
0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,-365
0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,943
0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,154
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,5137
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3672
0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1405
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,2373
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,6132
0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,3056
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,14907
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,639
0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,326
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,414
0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,389
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,1215
0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,964
0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,2508
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,8930
0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,1746
2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,14922
0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,359
0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,618
0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2532
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,5137
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1867
0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,173
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,731
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,4030
0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,109
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,-748
2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,15157
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2703
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,6212
1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,9223
0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1144
0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,668
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2694
0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1826
0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1162
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7000
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,7802
0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,818
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,9270
0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2700
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,769
0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1600
0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1560
0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4571
1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,7363
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,258
1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,5963
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,-158
0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,1526
1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,8918
0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1565
1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,4078
1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4843
1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,5217
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7229
1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,10223
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2692
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4115
2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,17013
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1279
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,906
1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,5980
0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1266
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,1260
0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,1154
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,752
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,4730
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,4229
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,6546
0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,-770
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9370
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,-49
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,3230
0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,1101
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,34
2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,14450
0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,806
1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3553
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,88
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2593
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,-118
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,6133
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,5336
0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,3222
0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2897
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,4418
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,-15
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,19220
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,2944
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,5145
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5548
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4978
0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2820
0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1245
0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,-11
0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4455
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,998
0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3876
0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,211
1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,8236
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,6420
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,255
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,725
0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,1822
1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,4661
0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,2024
1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,8657
0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,3121
1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,6410
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,270
0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4991
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,4064
2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,15704
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,306
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,270
1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,3178
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3634
0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,4676
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,5434
1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,9998
0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1287
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1391
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,-648
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,3733
0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,1162
0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,477
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,928
0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3125
1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4850
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,3602
0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1972
0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2679
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,3500
1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,6516
0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,934
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,3212
0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,1373
1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,4510
1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,10773
0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,885
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2255
0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,-118
0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,1476
1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,5936
0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,246
0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,297
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,6265
1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,5896
0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,519
0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,2545
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,50
0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3485
0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,1178
1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,10043
0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,3180
0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,2965
0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2998
1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,5507
0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2012
0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,-1199
1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,5132
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,6296
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,5187
0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,490
0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,1931
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,3445
0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,54
0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,3971
1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,4477
1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,8903
1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,6438
0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,1626
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,4054
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,2057
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,5733
0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,934
0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,-1214
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,24
0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,3530
1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,6302
1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,6827
2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,15867
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4823
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,2146
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,86
0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3803
1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,7118
1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,4924
1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96,4702
1.35,Good,I,SI2,57.9,60.0,7.33,7.29,4.23,7187
0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,236
1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,5375
0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,670
1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25,6947
1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03,6229
1.2,Very Good,H,SI2,62.1,59.0,6.75,6.8,4.21,5858
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,245
0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83,1317
1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16,6842
0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,-478
2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,14610
0.31,Ideal,H,SI2,61.3,55.0,4.35,4.38,2.67,-1354
0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,1717
2.08,Very Good,H,SI2,63.4,59.0,8.06,8.0,5.09,14523
0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79,124
0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,-553
1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,11175
0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7,-800
1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25,5444
2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,13873
0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,5031
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,7122
0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,4623
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,9796
0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,1724
0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7,1753
0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,-87
0.71,Ideal,H,SI1,62.7,55.0,5.66,5.7,3.56,2026
0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73,-1639
0.9,Premium,G,VS2,61.5,60.0,6.16,6.13,3.78,4546
0.5,Good,J,VS2,63.2,60.0,5.01,5.06,3.18,-146
1.01,Very Good,G,SI1,62.0,63.0,6.34,6.25,3.9,5043
1.0,Premium,E,SI1,60.7,59.0,6.41,6.38,3.88,5717
0.37,Ideal,F,VS2,60.6,56.0,4.63,4.64,2.81,675
0.52,Good,E,VS2,58.3,61.0,5.26,5.31,3.08,1954
1.51,Good,I,SI1,63.9,63.0,7.2,7.17,4.59,8814
2.09,Premium,H,SI2,61.0,60.0,8.28,8.19,5.02,14881
0.7,Good,F,SI1,63.8,60.0,5.63,5.6,3.58,2249
0.71,Premium,D,VVS1,59.2,59.0,5.88,5.84,3.47,5337
0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8,457
0.35,Premium,E,VS2,60.9,59.0,4.54,4.56,2.77,758
0.51,Very Good,G,SI1,62.7,59.0,5.07,5.13,3.2,540
0.74,Ideal,F,VS1,61.9,54.0,5.78,5.82,3.59,3928
1.04,Premium,J,SI2,62.0,59.0,6.49,6.47,4.02,3777
0.34,Premium,H,VS1,61.4,59.0,4.53,4.5,2.77,122
0.34,Ideal,G,IF,61.3,56.0,4.52,4.55,2.78,1943
0.5,Very Good,D,SI1,61.0,61.0,5.08,5.11,3.11,1600
1.1,Ideal,F,VS2,61.4,56.0,6.68,6.64,4.09,6705
0.73,Ideal,D,VS2,61.4,56.0,5.81,5.78,3.56,4059
0.5,Ideal,E,SI2,62.8,55.0,5.08,5.05,3.18,833
0.77,Ideal,D,SI1,62.3,56.0,5.84,5.87,3.65,3874
0.41,Premium,D,VS1,60.6,59.0,4.84,4.8,2.92,1963
1.01,Premium,E,VS2,62.5,58.0,6.44,6.4,4.01,6036
0.72,Ideal,F,SI2,62.4,55.0,5.72,5.76,3.58,2290
1.51,Premium,F,SI2,59.9,58.0,7.53,7.46,4.49,9725
0.53,Very Good,F,VS1,60.6,57.0,5.21,5.25,3.17,2119
1.07,Very Good,H,SI1,60.4,58.0,6.67,6.73,4.05,5114
0.72,Ideal,D,VS2,62.6,58.0,5.7,5.73,3.58,3897
1.04,Good,G,VS1,63.8,57.0,6.43,6.4,4.09,5856
0.9,Very Good,F,SI2,61.1,54.0,6.27,6.29,3.84,3711
0.5,Ideal,J,VS2,61.6,56.0,5.08,5.14,3.15,193
0.4,Very Good,J,IF,62.7,60.0,4.64,4.7,2.93,1171
0.35,Ideal,F,VS2,62.5,57.0,4.5,4.53,2.82,415
0.73,Very Good,I,VVS2,62.3,58.0,5.75,5.78,3.59,3109
1.02,Very Good,D,SI1,63.3,60.0,6.33,6.38,4.02,5899
0.97,Ideal,H,VS2,62.9,56.0,6.35,6.31,3.98,4723
0.38,Ideal,H,SI1,62.0,54.0,4.66,4.72,2.91,-549
0.4,Ideal,G,VVS1,60.2,60.0,4.78,4.82,2.89,1955
1.5,Premium,F,VS1,62.2,60.0,7.3,7.27,4.53,10941
0.41,Premium,J,VVS1,62.2,59.0,4.75,4.71,2.94,888
1.0,Good,G,VVS2,61.6,60.0,6.34,6.38,3.92,6209
0.75,Very Good,D,SI2,63.6,58.0,5.71,5.76,3.65,2978
1.2,Ideal,G,VS1,62.0,57.0,6.81,6.78,4.21,7791
0.3,Ideal,F,IF,62.1,54.0,4.32,4.35,2.69,1984
0.85,Ideal,E,VS2,59.3,57.0,6.19,6.22,3.68,4910
0.38,Very Good,E,VS2,60.3,58.0,4.67,4.72,2.83,899
0.43,Ideal,I,VVS1,63.0,56.0,4.86,4.83,3.05,1317
0.75,Premium,E,VS2,62.1,57.0,5.9,5.79,3.63,3728
0.9,Very Good,I,SI2,60.4,58.0,6.25,6.31,3.79,2826
1.57,Premium,J,SI2,59.6,56.0,7.59,7.5,4.5,9101
1.16,Ideal,F,VVS2,60.5,58.0,6.77,6.85,4.12,8306
0.7,Very Good,D,VS2,61.8,55.0,5.68,5.72,3.52,3601
0.91,Premium,E,SI1,62.4,57.0,6.23,6.11,3.85,4704
1.01,Ideal,H,SI1,60.4,58.0,6.47,6.5,3.92,4854
0.31,Ideal,E,SI1,62.7,54.0,4.36,4.35,2.73,-17
2.02,Ideal,H,SI2,62.4,56.0,8.14,8.04,5.06,14052
1.39,Very Good,H,VS2,59.5,61.0,7.27,7.33,4.34,8801
0.31,Ideal,G,IF,61.9,53.0,4.36,4.39,2.71,1732
0.9,Ideal,G,SI1,60.8,58.0,6.2,6.29,3.8,4122
1.0,Very Good,G,VS2,63.3,58.0,6.39,6.27,4.01,5165
0.51,Ideal,F,VS2,62.8,57.0,5.1,5.06,3.19,1548
0.59,Very Good,H,SI1,61.8,56.0,5.39,5.43,3.35,851
0.34,Very Good,G,SI1,63.4,57.0,4.4,4.45,2.81,-670
0.76,Premium,H,VS2,58.7,61.0,5.99,5.96,3.51,3111
0.31,Premium,F,IF,61.6,58.0,4.37,4.33,2.68,2033
1.51,Very Good,F,VS1,61.7,59.0,7.29,7.33,4.51,11011
0.3,Ideal,F,VVS1,61.5,56.0,4.32,4.36,2.67,1553
1.01,Very Good,E,SI1,62.3,60.0,6.36,6.39,3.97,5555
0.61,Ideal,H,SI1,61.9,54.0,5.44,5.48,3.38,1210
1.28,Very Good,F,SI2,62.5,55.0,6.91,7.0,4.35,7179
0.7,Premium,E,VVS1,61.7,59.0,5.67,5.71,3.51,4803
0.36,Ideal,F,SI1,60.1,56.0,4.62,4.67,2.79,124
1.02,Very Good,E,VVS1,62.2,57.0,6.4,6.59,4.04,7420
1.08,Ideal,G,VS2,60.3,59.0,6.62,6.64,4.0,6326
0.58,Ideal,E,VS1,62.6,56.0,5.33,5.27,3.32,2914
0.3,Good,D,SI2,63.2,57.0,4.21,4.24,2.67,-429
0.5,Very Good,E,VS2,63.2,56.0,5.06,5.03,3.19,1575
0.37,Premium,H,VS2,59.5,61.0,4.67,4.64,2.77,7
1.01,Ideal,I,SI1,60.6,57.0,6.51,6.56,3.96,4440
0.4,Ideal,H,SI1,62.6,52.0,4.73,4.76,2.97,-437
1.51,Premium,H,SI2,62.4,58.0,7.36,7.31,4.58,8876
1.41,Ideal,J,VS1,61.6,56.0,7.19,7.22,4.44,8827
0.34,Ideal,H,VS2,62.6,54.0,4.45,4.5,2.8,-322
0.3,Good,I,IF,63.3,56.0,4.21,4.26,2.68,740
1.51,Very Good,G,SI1,59.6,60.0,7.43,7.47,4.44,9882
0.7,Very Good,D,SI2,63.1,58.0,5.63,5.57,3.53,2633
0.8,Ideal,E,SI1,61.5,58.0,5.96,6.0,3.68,3839
1.11,Premium,H,SI2,61.5,59.0,6.67,6.63,4.09,5126
0.25,Ideal,G,VS1,62.0,54.0,4.06,4.07,2.52,-5
0.7,Ideal,E,SI2,61.2,55.0,5.76,5.68,3.5,2550
0.4,Premium,H,VS1,62.4,60.0,4.69,4.74,2.94,481
1.53,Premium,I,VS1,61.2,59.0,7.41,7.39,4.53,10310
